,adjective,type,url
33,poetisch,predicative,https://www.lovelybooks.de/autor/Anna-Kirsche/Mensch-fragt-und-KI-antwortet-Band-2-Liebe-Beziehung-Mensch-fragt-KI-antwortet--20187272475-w/rezension/22594422418/
34,therapeutisch,predicative,https://www.lovelybooks.de/autor/Anna-Kirsche/Mensch-fragt-und-KI-antwortet-Band-2-Liebe-Beziehung-Mensch-fragt-KI-antwortet--20187272475-w/rezension/22594422418/
35,lang,attributive,https://www.lovelybooks.de/autor/Matt-Haig/The-Comfort-Book-Gedanken-die-mir-Hoffnung-machen-2784954427-w/rezension/3000974129/
36,kompliziert,attributive,https://www.lovelybooks.de/autor/Matt-Haig/The-Comfort-Book-Gedanken-die-mir-Hoffnung-machen-2784954427-w/rezension/3000974129/
37,leicht,attributive,https://www.lovelybooks.de/autor/Sandra-Grimm/tiptoi-Abenteuer-Großwerden-Liv-geht-aufs-Töpfchen-15368577541-w/rezension/19518796846/
38,poetisch,attributive,https://www.lovelybooks.de/autor/Stefanie-Steenken/Abgegeben-3832465675-w/rezension/4386091842/
39,treffend,attributive,https://www.lovelybooks.de/autor/Stefanie-Steenken/Abgegeben-3832465675-w/rezension/4386091842/
40,lyrisch,attributive,https://www.lovelybooks.de/autor/Stefanie-Steenken/Abgegeben-3832465675-w/rezension/4386091842/
41,schön,predicative,https://www.lovelybooks.de/autor/Stefanie-Steenken/Abgegeben-3832465675-w/rezension/4386091842/
42,kindgerecht,predicative,https://www.lovelybooks.de/autor/Sabine-Bohlmann/Der-kleine-Siebenschläfer-Eine-Pudelmütze-voller-Wintergeschichten-2572017596-w/rezension/2699042364/
43,klug,attributive,https://www.lovelybooks.de/autor/Dr.-Thomas-Rampp/Immunbooster-Atmen-1288253179-w/rezension/3017475259/
44,durchdacht,attributive,https://www.lovelybooks.de/autor/Dr.-Thomas-Rampp/Immunbooster-Atmen-1288253179-w/rezension/3017475259/
45,vorangestellt,attributive,https://www.lovelybooks.de/autor/Dr.-Thomas-Rampp/Immunbooster-Atmen-1288253179-w/rezension/3017475259/
46,verschachtelt,predicative,https://www.lovelybooks.de/autor/John-Pearson/Alles-Geld-der-Welt-1499749020-w/rezension/1535293923/
47,lang,attributive,https://www.lovelybooks.de/autor/Britta-Sabbag/Wenn-zwei-sich-streiten-2740806171-w/rezension/2928344916/
48,gesamt,attributive,https://www.lovelybooks.de/autor/Mariëtte-Aerts/Hexenheide-422868410-w/rezension/1043700389/
49,eingeschoben,attributive,https://www.lovelybooks.de/autor/Nalini-Singh/Age-of-Trinity-Spiegelnder-Abgrund-16150285050-w/rezension/20455253961/
50,eigen,attributive,https://www.lovelybooks.de/autor/Leonie-Frieda/Catherine-de-Medici-Renaissance-Queen-of-France-2821856103-w/rezension/2821856475/
51,kurz,attributive,https://www.lovelybooks.de/autor/Marijke-ten-Cate/Mein-Mach-mal-Buch-zur-Bibel-3725477090-w/rezension/5353994050/
52,einfach,attributive,https://www.lovelybooks.de/autor/Jeff-Kinney/Gregs-Tagebuch-1-Von-Idioten-umzingelt-Disney-Sonderausgabe--1448117115-w/rezension/964303413/
53,kurz,attributive,https://www.lovelybooks.de/autor/Alexandra-Helm/Achtsamkeit-Wimmelbuch-4985655033-w/rezension/8153197911/
54,kurz,attributive,https://www.lovelybooks.de/autor/Megan-Hess/Grace-Kelly-11288798586-w/rezension/14091524434/
55,informativ,attributive,https://www.lovelybooks.de/autor/Megan-Hess/Grace-Kelly-11288798586-w/rezension/14091524434/
56,persönlich,attributive,https://www.lovelybooks.de/autor/Gavin-Francis/Inseln-2798374731-w/rezension/2982775055/
57,kurz,attributive,https://www.lovelybooks.de/autor/Hartmut-Bieber/Bodo-Bär-im-Kindergarten-270762429-w/rezension/2327792606/
58,fünfzeilig,attributive,https://www.lovelybooks.de/autor/Hartmut-Bieber/Bodo-Bär-im-Kindergarten-270762429-w/rezension/2327792606/
59,kurz,attributive,https://www.lovelybooks.de/autor/Micha-Fritz/Der-kleine-Affe-Rocko-12973601138-w/rezension/15404575442/
60,kindgerecht,attributive,https://www.lovelybooks.de/autor/Micha-Fritz/Der-kleine-Affe-Rocko-12973601138-w/rezension/15404575442/
61,weniger,attributive,https://www.lovelybooks.de/autor/David-LaRochelle/Uppppps-Entschuldigung--12923768725-w/rezension/14623954876/
62,anspruchsvoll,attributive,https://www.lovelybooks.de/autor/Alexander-Münninghoff/Der-Stammhalter-1546311549-w/rezension/1652846130/
63,verständlich,attributive,https://www.lovelybooks.de/autor/Tinashe-Williamson/No-to-Racism--5135079035-w/rezension/9800902845/
64,unterhaltsam,attributive,https://www.lovelybooks.de/autor/Tinashe-Williamson/No-to-Racism--5135079035-w/rezension/9800902845/
65,kurz,attributive,https://www.lovelybooks.de/autor/Christiane-Weidemann/50-Künstlerinnen-die-man-kennen-sollte-144766200-w/rezension/985760542/
66,ganz,attributive,https://www.lovelybooks.de/autor/Lady-Bitch-Ray/Lady-Bitch-Ray-über-Madonna-2330275004-w/rezension/2572625283/
67,weiblich,attributive,https://www.lovelybooks.de/autor/Doireann-Ní-Ghríofa/Ein-Geist-in-der-Kehle-7259467716-w/rezension/8955420317/
68,sekundär,predicative,https://www.lovelybooks.de/autor/Constanze-Wimmer/In-1000-Bildern-um-die-Welt-1340438370-w/rezension/1040430725/
69,frech,predicative,https://www.lovelybooks.de/autor/Philipp-Oehmke/Schönwald-8989294882-w/rezension/10208686765/
70,korrekt,predicative,https://www.lovelybooks.de/autor/Philipp-Oehmke/Schönwald-8989294882-w/rezension/10208686765/
71,lesbar,attributive,https://www.lovelybooks.de/autor/Philipp-Oehmke/Schönwald-8989294882-w/rezension/10208686765/
72,roh,attributive,https://www.lovelybooks.de/autor/Marie-Monville/Gottes-Gnade-trägt-1118393810-w/rezension/1118351652/
73,klassisch,attributive,https://www.lovelybooks.de/autor/Amie-Kaufman/Illuminae-1436392256-w/rezension/1512297800/
74,schwerfällig,predicative,https://www.lovelybooks.de/autor/Sarah-Perry/Die-Schlange-von-Essex-1453979307-w/rezension/1493583257/
75,langatmig,predicative,https://www.lovelybooks.de/autor/Sarah-Perry/Die-Schlange-von-Essex-1453979307-w/rezension/1493583257/
76,eingängig,predicative,https://www.lovelybooks.de/autor/Kai-Lüftner/ROTZ-N-ROLL-RADIO-1138843690-w/rezension/1083821423/
77,kurz,attributive,https://www.lovelybooks.de/autor/Fee-Krämer/Rille-Wann-ist-bald--4949351200-w/rezension/6242456484/
78,folgend,attributive,https://www.lovelybooks.de/autor/Ivan-Ertlov/Stargazer-Fremde-Welten-After-Terra-5--4917002496-w/rezension/5113792494/
79,kurz,attributive,https://www.lovelybooks.de/autor/Natasha-Pulley/Der-Leuchtturm-an-der-Schwelle-der-Zeit-5230389446-w/rezension/7270634068/
80,feenanhänger,attributive,https://www.lovelybooks.de/autor/Ronne-Randall/Die-kleinen-Mitternachtsfeen-m-Feenanhänger-u-Kettchen-956998606-w/rezension/957000508/
81,unterschiedlich,attributive,https://www.lovelybooks.de/autor/Gabby-Dawnay/Geschichtenschatz-für-4-Jährige-15933340015-w/rezension/18672301997/
82,verständlich,predicative,https://www.lovelybooks.de/autor/Gabby-Dawnay/Geschichtenschatz-für-4-Jährige-15933340015-w/rezension/18672301997/
83,sprunghaft,predicative,https://www.lovelybooks.de/autor/Marion-Hartmann/Bernsteinliebe-10615849513-w/rezension/11873809754/
84,egal,predicative,https://www.lovelybooks.de/autor/Bernd-Penners/Mein-Schiebe-Mitmachbuch-Lieblingstiere-14641546268-w/rezension/17551613790/
85,schwarz,attributive,https://www.lovelybooks.de/autor/Bernd-Penners/Mein-Schiebe-Mitmachbuch-Lieblingstiere-14641546268-w/rezension/17551613790/
86,gehalten,attributive,https://www.lovelybooks.de/autor/Frank-Schwieger/Ich-Odin-und-die-wilden-Wikinger-Götter-und-Helden-erzählen-nordische-Sagen-1869900363-w/rezension/2415039153/
87,kurzweilig,attributive,https://www.lovelybooks.de/autor/Hans-Rath/Im-nächsten-Leben-wird-alles-besser-2329157346-w/rezension/2682096637/
88,humorvoll,attributive,https://www.lovelybooks.de/autor/Nanna-Neßhöver/Bloß-nicht-bewegen-oder-doch--16218636559-w/rezension/18058241910/
89,altersgerecht,attributive,https://www.lovelybooks.de/autor/Nanna-Neßhöver/Bloß-nicht-bewegen-oder-doch--16218636559-w/rezension/18058241910/
90,faszinierend,predicative,https://www.lovelybooks.de/autor/John-Hawkes/Belohnung-für-schnelles-Fahren-bei-Nacht-1342212400-w/rezension/2314046620/
91,eigentlich,attributive,https://www.lovelybooks.de/autor/Bianca-Rosner/Crescendo-Im-Echo-der-Stille-Life-is-a-Story-story-one-10251445857-w/rezension/10627802941/
92,schwerfällig,predicative,https://www.lovelybooks.de/autor/Bianca-Rosner/Crescendo-Im-Echo-der-Stille-Life-is-a-Story-story-one-10251445857-w/rezension/10627802941/
93,verständlich,predicative,https://www.lovelybooks.de/autor/Ina-Brandt/Eulenzauber-Junior-1-Goldwing-und-das-Mondscheinpony-15817260066-w/rezension/18362010579/
94,vorstellend,attributive,https://www.lovelybooks.de/autor/Andrew-Heritage/Das-Buch-der-Heiligen-1332302090-w/rezension/966421679/
95,handschriftlich,attributive,https://www.lovelybooks.de/autor/Holly--Jane-Rahlens-/Everlasting-820374050-w/rezension/971117110/
96,gedruckt,attributive,https://www.lovelybooks.de/autor/Holly--Jane-Rahlens-/Everlasting-820374050-w/rezension/971117110/
97,gesamt,attributive,https://www.lovelybooks.de/autor/Silke-Porath/Klostergeist-504780947-w/rezension/966845697/
98,kleingeschrieben,attributive,https://www.lovelybooks.de/autor/Romy-Hausmann/Himmelerdenblau-18722647939-w/rezension/20555914434/
99,anderer,attributive,https://www.lovelybooks.de/autor/Tiina-Porthan/The-Finnish-Book-of-the-Dead-Gods-Spirits-and-Creatures-of-the-Underworld-in-Finnish-Mythology-and-Folklore-12874205743-w/rezension/13404858052/
100,mythologisch,attributive,https://www.lovelybooks.de/autor/Tiina-Porthan/The-Finnish-Book-of-the-Dead-Gods-Spirits-and-Creatures-of-the-Underworld-in-Finnish-Mythology-and-Folklore-12874205743-w/rezension/13404858052/
101,informativ,attributive,https://www.lovelybooks.de/autor/-/In-225-Reisen-um-die-Welt-1243960956-w/rezension/1412875041/
102,rund,predicative,https://www.lovelybooks.de/autor/Bettina-Kiraly/Magic-Callboy-1516293511-w/rezension/1523889949/
103,spärlich,attributive,https://www.lovelybooks.de/autor/Jimmy-Kimmel/Gans-Ernst-von-Jimmy-Kimmel-2632251604-w/rezension/2808607249/
104,formuliert,attributive,https://www.lovelybooks.de/autor/-/Guinness-World-Records-für-Erstleser-Die-besten-Rekorde-für-Erstleser-14641543917-w/rezension/16992418809/
105,kurz,attributive,https://www.lovelybooks.de/autor/Sandra-Grimm/ministeps-Was-passiert-im-Kindergarten-ab-18-Monate-1193701949-w/rezension/1250161936/
106,klein,attributive,https://www.lovelybooks.de/autor/Rother-Bergverlag/Peaks-of-the-Balkans-1210358874-w/rezension/1361498193/
107,umfassend,attributive,https://www.lovelybooks.de/autor/David-Safier/28-Tage-lang-1069683721-w/rezension/1963704462/
108,intensiv,attributive,https://www.lovelybooks.de/autor/David-Safier/28-Tage-lang-1069683721-w/rezension/1963704462/
109,kurz,attributive,https://www.lovelybooks.de/autor/Edward-Spencer--Smith-/Keine-guten-Frauen-13470032669-w/rezension/13988471119/
110,klein,attributive,https://www.lovelybooks.de/autor/Nathaniel-T.-Wheelwright/Das-Natur-Notizbuch-2619118882-w/rezension/2820500024/
111,dicht,predicative,https://www.lovelybooks.de/autor/Anne-Chaplet/Schrei-nach-Stille-144756460-w/rezension/985748114/
112,kurz,predicative,https://www.lovelybooks.de/autor/Jochen-Till/Einfach-ungeheuerlich-Rotzschleimtorte-für-alle--1166201501-w/rezension/1182341703/
113,richtig,predicative,https://www.lovelybooks.de/autor/Jochen-Till/Einfach-ungeheuerlich-Rotzschleimtorte-für-alle--1166201501-w/rezension/1182341703/
114,verständlich,attributive,https://www.lovelybooks.de/autor/Martin-Felder/Meine-Nachbarin-der-Künstler-die-Blumen-und-der-Revolutionär-1050302862-w/rezension/1058858142/
115,klar,attributive,https://www.lovelybooks.de/autor/Susanne-Weber/Die-kleine-Eule-hat-schlechte-Laune-3227622898-w/rezension/22257883258/
116,kurz,attributive,https://www.lovelybooks.de/autor/Susanne-Weber/Die-kleine-Eule-hat-schlechte-Laune-3227622898-w/rezension/22257883258/
117,passend,predicative,https://www.lovelybooks.de/autor/Susanne-Weber/Die-kleine-Eule-hat-schlechte-Laune-3227622898-w/rezension/22257883258/
118,klein,attributive,https://www.lovelybooks.de/autor/BILD/Das-Beste-der-BILD-Leser-Reporter-1337840160-w/rezension/1029697726/
119,zweiter,attributive,https://www.lovelybooks.de/autor/Will-Hofmann/Lebensnacht-1238628136-w/rezension/1348850305/
120,umfangreich,attributive,https://www.lovelybooks.de/autor/Will-Hofmann/Lebensnacht-1238628136-w/rezension/1348850305/
121,faszinierend,attributive,https://www.lovelybooks.de/autor/Janet-Frame/Ein-Engel-an-meiner-Tafel-10968349152-w/rezension/15856776488/
122,groß,predicative,https://www.lovelybooks.de/autor/-/PAW-Patrol-Erstlesebuch-Die-Fellfreunde-retten-den-Tag-4964469112-w/rezension/6142316399/
123,verständlich,predicative,https://www.lovelybooks.de/autor/Preston-Sprinkle/Transgender-Eine-wertschätzende-Annäherung-aus-christlicher-Perspektive-14318384124-w/rezension/14606440416/
124,klar,predicative,https://www.lovelybooks.de/autor/Preston-Sprinkle/Transgender-Eine-wertschätzende-Annäherung-aus-christlicher-Perspektive-14318384124-w/rezension/14606440416/
125,gewitzt,attributive,https://www.lovelybooks.de/autor/Renate-Bergmann/Kennense-noch-Blümchenkaffee--1246853099-w/rezension/1500054477/
126,lang,predicative,https://www.lovelybooks.de/autor/Maddy-Mara/Dragon-Girls-Azmina-der-Golddrache-11073877559-w/rezension/12357731273/
127,schwer,predicative,https://www.lovelybooks.de/autor/Maddy-Mara/Dragon-Girls-Azmina-der-Golddrache-11073877559-w/rezension/12357731273/
128,gedruckt,attributive,https://www.lovelybooks.de/autor/David-Hoffer/Melody-Ein-Erstkontakt-Roman-Der-Reisende-1--20310721698-w/rezension/21230431393/
129,kurz,attributive,https://www.lovelybooks.de/autor/Patricia-Mennen/Wieso-Weshalb-Warum-Sonderband-Mein-großes-junior-Lexikon-8214619265-w/rezension/10527238863/
130,umfangreich,attributive,https://www.lovelybooks.de/autor/Brigitte-Bjarnason/Auf-den-Spuren-von-Hexern-und-Geistern-in-Island-4298872647-w/rezension/6765430909/
131,vorhanden,predicative,https://www.lovelybooks.de/autor/Constanze-von-Kitzing/Was-machen-wir-heute-fragt-der-kleine-Dachs-13126417392-w/rezension/15229650499/
132,kurz,attributive,https://www.lovelybooks.de/autor/Karen-Nielsen/Crystal-1204135812-w/rezension/1254092262/
133,toll,attributive,https://www.lovelybooks.de/autor/Nathan-Zimelman/Melwins-Stern-398728584-w/rezension/13600438461/
134,stehend,attributive,https://www.lovelybooks.de/autor/Lauren-Beukes/Shining-Girls-1007848239-w/rezension/1088959346/
135,kurz,attributive,https://www.lovelybooks.de/autor/-/Klänge-der-Natur-Was-hörst-du-in-der-Arktis--13050406384-w/rezension/16873326247/
136,anarchisch,attributive,https://www.lovelybooks.de/autor/Hollow-Skai/Rio-Reiser-8978022283-w/rezension/15404519535/
137,poetisch,attributive,https://www.lovelybooks.de/autor/Günther-Jakobs/Er-ist-s-7229663125-w/rezension/8754846555/
138,erhellend,attributive,https://www.lovelybooks.de/autor/David-King/Ganz-normale-Bürger-Die-Opfer-Stalins-7908819601-w/rezension/7991657500/
139,erläuternd,attributive,https://www.lovelybooks.de/autor/David-King/Ganz-normale-Bürger-Die-Opfer-Stalins-7908819601-w/rezension/7991657500/
140,untermalt,predicative,https://www.lovelybooks.de/autor/Tina-Schilp/Schwapp-der-Geheimschleim-Der-große-Schleimassel--11288763782-w/rezension/13189311639/
141,tiefgründig,attributive,https://www.lovelybooks.de/autor/Uwe-Rechberger/Willkommen-im-Himmel-1078927762-w/rezension/1094835543/
142,apokryph,attributive,https://www.lovelybooks.de/autor/Uwe-Rechberger/Willkommen-im-Himmel-1078927762-w/rezension/1094835543/
143,witzig,attributive,https://www.lovelybooks.de/autor/David-Walliams/Captain-Flop-18966977182-w/rezension/21445451973/
144,ravensburger,attributive,https://www.lovelybooks.de/autor/Anna-Pooch/Wieso-Weshalb-Warum-Meine-Vorlesegeschichten-Band-2-Was-passiert-in-Wald-und-Wiese--14676720268-w/rezension/17145218865/
145,klein,attributive,https://www.lovelybooks.de/autor/Ava--Barb-Yaga-/Mein-erstes-Buggybuch-Fühl-mal-Lieblingstiere-10108561530-w/rezension/12546191459/
146,weit,attributive,https://www.lovelybooks.de/autor/Bernhard-Aichner/Der-Fund-2317345120-w/rezension/2318241917/
147,flüssig,attributive,https://www.lovelybooks.de/autor/Robin-Sloan/Die-sonderbare-Buchhandlung-des-Mr-Penumbra-1080440125-w/rezension/1124431004/
148,humorvoll,attributive,https://www.lovelybooks.de/autor/Robin-Sloan/Die-sonderbare-Buchhandlung-des-Mr-Penumbra-1080440125-w/rezension/1124431004/
149,verständlich,attributive,https://www.lovelybooks.de/autor/Antonia-Meiners/Berlin-1933-1945-1437482580-w/rezension/1484910439/
150,lehrreich,attributive,https://www.lovelybooks.de/autor/Antonia-Meiners/Berlin-1933-1945-1437482580-w/rezension/1484910439/
151,erwähnt,attributive,https://www.lovelybooks.de/autor/Antonia-Meiners/Berlin-1933-1945-1437482580-w/rezension/1484910439/
152,angekündigt,attributive,https://www.lovelybooks.de/autor/Colleen-Hoover/Weil-wir-uns-lieben-1122017436-w/rezension/1169568300/
153,exotisch,predicative,https://www.lovelybooks.de/autor/Kunio-Yanagita/Kunio-Yanagita-Geschichten-aus-Tono-Tono-Monogatari-1348145300-w/rezension/1166617407/
154,ungewohnt,predicative,https://www.lovelybooks.de/autor/Kunio-Yanagita/Kunio-Yanagita-Geschichten-aus-Tono-Tono-Monogatari-1348145300-w/rezension/1166617407/
155,sämtlich,attributive,https://www.lovelybooks.de/autor/René-Staud/Art-of-Concept-Cars-by-René-Staud-7186900632-w/rezension/15856850261/
156,bedeutend,attributive,https://www.lovelybooks.de/autor/Irene-Vallejo/Elyssa-Königin-von-Karthago-10968414043-w/rezension/12534780709/
157,locker,predicative,https://www.lovelybooks.de/autor/Jo-Simmons/Hilfe-ich-habe-meine-Oma-im-Supermarkt-verloren--2829359661-w/rezension/3734655458/
158,zwanglos,predicative,https://www.lovelybooks.de/autor/Jo-Simmons/Hilfe-ich-habe-meine-Oma-im-Supermarkt-verloren--2829359661-w/rezension/3734655458/
159,sarkastisch,attributive,https://www.lovelybooks.de/autor/Christin-Henkel/Juhu-berühmt-Ach-nee-doch-nich--1237336647-w/rezension/1415408308/
160,leicht,predicative,https://www.lovelybooks.de/autor/Peyo/Die-Schlümpfe-01-Blauschlümpfe-und-Schwarzschlümpfe-548921336-w/rezension/2806950292/
161,kurzweiliger,attributive,https://www.lovelybooks.de/autor/Rutger-Bregman/Utopien-für-Realisten-1451953810-w/rezension/1564193034/
162,kurz,attributive,https://www.lovelybooks.de/autor/Yasmin-Kalaydoskop/Gefühlsstark-19968466981-w/rezension/24304604285/
163,altersgerecht,predicative,https://www.lovelybooks.de/autor/Ema-Pongrašić/Mein-Papa-schrumpft-21556347452-w/rezension/22080572981/
164,gesamt,attributive,https://www.lovelybooks.de/autor/Jan-Krauß/Faust-2620097757-w/rezension/7389531731/
165,kurz,attributive,https://www.lovelybooks.de/autor/Julia-Dellith/The-Great-Escape-Geschichten-von-der-Seefahrt-1950-1970-2807281031-w/rezension/2812042421/
166,einordnend,attributive,https://www.lovelybooks.de/autor/Julia-Dellith/The-Great-Escape-Geschichten-von-der-Seefahrt-1950-1970-2807281031-w/rezension/2812042421/
167,einzeln,attributive,https://www.lovelybooks.de/autor/Tillmann-Prüfer/Jetzt-mach-doch-endlich-mal-das-Ding-aus--2617399827-w/rezension/2815660048/
168,kurz,predicative,https://www.lovelybooks.de/autor/Tillmann-Prüfer/Jetzt-mach-doch-endlich-mal-das-Ding-aus--2617399827-w/rezension/2815660048/
169,unnütz,attributive,https://www.lovelybooks.de/autor/Jürgen-Zwilling/Er-sein-Ich-Gemeinsame-Gedanken-über-die-Natur-Tiere-und-Menschen-4995922372-w/rezension/9749038615/
170,ausführlich,attributive,https://www.lovelybooks.de/autor/Martina-Meuth/Kochen-mit-Martina-und-Moritz-Aus-Liebe-zum-Genuss-23380242152-w/rezension/25145226208/
171,klein,attributive,https://www.lovelybooks.de/autor/Martina-Meuth/Kochen-mit-Martina-und-Moritz-Aus-Liebe-zum-Genuss-23380242152-w/rezension/25145226208/
172,jeweilig,attributive,https://www.lovelybooks.de/autor/Michael-Peinkofer/Die-Farm-der-fantastischen-Tiere-Band-1-Voll-angekokelt--2693770133-w/rezension/2934853108/
173,warmherzig,attributive,https://www.lovelybooks.de/autor/Tim-Tebow/Bronco-Freunde-Jeder-ist-einzigartig-5277564802-w/rezension/6131040145/
174,gesamt,attributive,https://www.lovelybooks.de/autor/Clarence-Day/Unser-Herr-Vater-1348230170-w/rezension/1234773831/
175,biblisch,attributive,https://www.lovelybooks.de/autor/Bethan-James/101-x-Bibelspass-Rätseln-Malen-Finden-20813928296-w/rezension/21131265995/
176,alt,predicative,https://www.lovelybooks.de/autor/Raymond-Chandler/Das-hohe-Fenster-4996037936-w/rezension/7378248844/
177,kurz,attributive,https://www.lovelybooks.de/autor/Torben-Kuhlmann/Einstein-2482700962-w/rezension/2695352132/
178,schwerwiegend,attributive,https://www.lovelybooks.de/autor/Mrs.-McH/unnahbar-12986135739-w/rezension/13880626677/
179,schwärz,attributive,https://www.lovelybooks.de/autor/Mrs.-McH/unnahbar-12986135739-w/rezension/13880626677/
180,vorherig,attributive,https://www.lovelybooks.de/autor/Katja-Reider/Eine-Klasse-mit-Wuff-Schulhund-auf-Probe-11288767534-w/rezension/14588665658/
181,gelesen,attributive,https://www.lovelybooks.de/autor/Katja-Reider/Eine-Klasse-mit-Wuff-Schulhund-auf-Probe-11288767534-w/rezension/14588665658/
182,kurz,attributive,https://www.lovelybooks.de/autor/German-Roamers/DUMONT-Bildband-German-Roamers-Deutschlands-neue-Abenteurer-1483130339-w/rezension/1518784764/
183,literarisch,attributive,https://www.lovelybooks.de/autor/Andre-Barz/Vom-Umgang-mit-Vom-Umgang-mit-darstellendem-Spiel-409177745-w/rezension/968738553/
184,süß,predicative,https://www.lovelybooks.de/autor/Sophie-Schoenwald/Mäusekind-es-ist-so-weit-dein-großer-Tag-Geburtstagszeit--16033133276-w/rezension/18237602537/
185,interessant,attributive,https://www.lovelybooks.de/autor/Lucy-Foley/Sommernacht-2572399978-w/rezension/2934541640/
186,einzeln,attributive,https://www.lovelybooks.de/autor/Ana-J.-Reinhardt/Verrufen-10858426654-w/rezension/12370528506/
